Date,Sales,Residential category,County
Sep 2008,138,1-4 Unit Residential,Middlesex
Sep 2008,45,Condominium,Middlesex
Oct 2008,128,1-4 Unit Residential,Middlesex
Oct 2008,34,Condominium,Middlesex
Nov 2008,99,1-4 Unit Residential,Middlesex
Nov 2008,29,Condominium,Middlesex
Dec 2008,111,1-4 Unit Residential,Middlesex
Dec 2008,26,Condominium,Middlesex
Jan 2009,63,1-4 Unit Residential,Middlesex
Jan 2009,19,Condominium,Middlesex
Feb 2009,63,1-4 Unit Residential,Middlesex
Feb 2009,12,Condominium,Middlesex
Mar 2009,32,Condominium,Middlesex
Mar 2009,82,1-4 Unit Residential,Middlesex
Apr 2009,88,1-4 Unit Residential,Middlesex
Apr 2009,18,Condominium,Middlesex
May 2009,115,1-4 Unit Residential,Middlesex
May 2009,36,Condominium,Middlesex
Jun 2009,160,1-4 Unit Residential,Middlesex
Jun 2009,38,Condominium,Middlesex
Jul 2009,46,Condominium,Middlesex
Jul 2009,170,1-4 Unit Residential,Middlesex
Aug 2009,135,1-4 Unit Residential,Middlesex
Aug 2009,44,Condominium,Middlesex
Sep 2009,120,1-4 Unit Residential,Middlesex
Sep 2009,33,Condominium,Middlesex
Oct 2009,159,1-4 Unit Residential,Middlesex
Oct 2009,55,Condominium,Middlesex
Nov 2009,162,1-4 Unit Residential,Middlesex
Nov 2009,41,Condominium,Middlesex
Dec 2009,129,1-4 Unit Residential,Middlesex
Dec 2009,35,Condominium,Middlesex
Jan 2010,81,1-4 Unit Residential,Middlesex
Jan 2010,19,Condominium,Middlesex
Feb 2010,72,1-4 Unit Residential,Middlesex
Feb 2010,18,Condominium,Middlesex
Mar 2010,123,1-4 Unit Residential,Middlesex
Mar 2010,32,Condominium,Middlesex
Apr 2010,149,1-4 Unit Residential,Middlesex
Apr 2010,39,Condominium,Middlesex
May 2010,153,1-4 Unit Residential,Middlesex
May 2010,41,Condominium,Middlesex
Jun 2010,195,1-4 Unit Residential,Middlesex
Jun 2010,50,Condominium,Middlesex
Jul 2010,111,1-4 Unit Residential,Middlesex
Jul 2010,24,Condominium,Middlesex
Aug 2010,117,1-4 Unit Residential,Middlesex
Aug 2010,26,Condominium,Middlesex
Sep 2010,120,1-4 Unit Residential,Middlesex
Sep 2010,29,Condominium,Middlesex
Oct 2010,23,Condominium,Middlesex
Oct 2010,110,1-4 Unit Residential,Middlesex
Nov 2010,122,1-4 Unit Residential,Middlesex
Nov 2010,13,Condominium,Middlesex
Dec 2010,113,1-4 Unit Residential,Middlesex
Dec 2010,26,Condominium,Middlesex
Jan 2011,78,1-4 Unit Residential,Middlesex
Jan 2011,11,Condominium,Middlesex
Feb 2011,65,1-4 Unit Residential,Middlesex
Feb 2011,18,Condominium,Middlesex
Mar 2011,16,Condominium,Middlesex
Mar 2011,82,1-4 Unit Residential,Middlesex
Apr 2011,87,1-4 Unit Residential,Middlesex
Apr 2011,15,Condominium,Middlesex
May 2011,113,1-4 Unit Residential,Middlesex
May 2011,14,Condominium,Middlesex
Jun 2011,138,1-4 Unit Residential,Middlesex
Jun 2011,25,Condominium,Middlesex
Jul 2011,104,1-4 Unit Residential,Middlesex
Jul 2011,24,Condominium,Middlesex
Aug 2011,131,1-4 Unit Residential,Middlesex
Aug 2011,23,Condominium,Middlesex
Sep 2011,94,1-4 Unit Residential,Middlesex
Sep 2011,18,Condominium,Middlesex
Oct 2011,20,Condominium,Middlesex
Oct 2011,85,1-4 Unit Residential,Middlesex
Nov 2011,102,1-4 Unit Residential,Middlesex
Nov 2011,22,Condominium,Middlesex
Dec 2011,37,Condominium,Middlesex
Dec 2011,100,1-4 Unit Residential,Middlesex
Jan 2012,81,1-4 Unit Residential,Middlesex
Jan 2012,15,Condominium,Middlesex
Feb 2012,62,1-4 Unit Residential,Middlesex
Feb 2012,15,Condominium,Middlesex
Mar 2012,25,Condominium,Middlesex
Mar 2012,92,1-4 Unit Residential,Middlesex
Apr 2012,109,1-4 Unit Residential,Middlesex
Apr 2012,24,Condominium,Middlesex
May 2012,123,1-4 Unit Residential,Middlesex
May 2012,23,Condominium,Middlesex
Jun 2012,137,1-4 Unit Residential,Middlesex
Jun 2012,30,Condominium,Middlesex
Jul 2012,146,1-4 Unit Residential,Middlesex
Jul 2012,33,Condominium,Middlesex
Aug 2012,165,1-4 Unit Residential,Middlesex
Aug 2012,25,Condominium,Middlesex
Sep 2012,22,Condominium,Middlesex
Sep 2012,109,1-4 Unit Residential,Middlesex
Oct 2012,126,1-4 Unit Residential,Middlesex
Oct 2012,25,Condominium,Middlesex
Nov 2012,106,1-4 Unit Residential,Middlesex
Nov 2012,33,Condominium,Middlesex
Dec 2012,137,1-4 Unit Residential,Middlesex
Dec 2012,33,Condominium,Middlesex
Jan 2013,91,1-4 Unit Residential,Middlesex
Jan 2013,27,Condominium,Middlesex
Feb 2013,68,1-4 Unit Residential,Middlesex
Feb 2013,17,Condominium,Middlesex
Mar 2013,80,1-4 Unit Residential,Middlesex
Mar 2013,21,Condominium,Middlesex
Apr 2013,118,1-4 Unit Residential,Middlesex
Apr 2013,19,Condominium,Middlesex
May 2013,167,1-4 Unit Residential,Middlesex
May 2013,36,Condominium,Middlesex
Jun 2013,147,1-4 Unit Residential,Middlesex
Jun 2013,29,Condominium,Middlesex
Jul 2013,175,1-4 Unit Residential,Middlesex
Jul 2013,50,Condominium,Middlesex
Aug 2013,160,1-4 Unit Residential,Middlesex
Aug 2013,35,Condominium,Middlesex
Sep 2013,121,1-4 Unit Residential,Middlesex
Sep 2013,34,Condominium,Middlesex
Oct 2013,136,1-4 Unit Residential,Middlesex
Oct 2013,28,Condominium,Middlesex
Nov 2013,100,1-4 Unit Residential,Middlesex
Nov 2013,20,Condominium,Middlesex
Dec 2013,120,1-4 Unit Residential,Middlesex
Dec 2013,25,Condominium,Middlesex
Jan 2014,98,1-4 Unit Residential,Middlesex
Jan 2014,17,Condominium,Middlesex
Feb 2014,74,1-4 Unit Residential,Middlesex
Feb 2014,20,Condominium,Middlesex
Mar 2014,103,1-4 Unit Residential,Middlesex
Mar 2014,20,Condominium,Middlesex
Apr 2014,115,1-4 Unit Residential,Middlesex
Apr 2014,25,Condominium,Middlesex
May 2014,108,1-4 Unit Residential,Middlesex
May 2014,32,Condominium,Middlesex
Jun 2014,164,1-4 Unit Residential,Middlesex
Jun 2014,37,Condominium,Middlesex
Jul 2014,188,1-4 Unit Residential,Middlesex
Jul 2014,33,Condominium,Middlesex
Aug 2014,177,1-4 Unit Residential,Middlesex
Aug 2014,33,Condominium,Middlesex
Sep 2014,155,1-4 Unit Residential,Middlesex
Sep 2014,35,Condominium,Middlesex
Oct 2014,161,1-4 Unit Residential,Middlesex
Oct 2014,30,Condominium,Middlesex
Nov 2014,127,1-4 Unit Residential,Middlesex
Nov 2014,17,Condominium,Middlesex
Dec 2014,139,1-4 Unit Residential,Middlesex
Dec 2014,33,Condominium,Middlesex
Jan 2015,77,1-4 Unit Residential,Middlesex
Jan 2015,23,Condominium,Middlesex
Feb 2015,88,1-4 Unit Residential,Middlesex
Feb 2015,20,Condominium,Middlesex
Mar 2015,125,1-4 Unit Residential,Middlesex
Mar 2015,24,Condominium,Middlesex
Apr 2015,120,1-4 Unit Residential,Middlesex
Apr 2015,25,Condominium,Middlesex
May 2015,138,1-4 Unit Residential,Middlesex
May 2015,25,Condominium,Middlesex
Jun 2015,201,1-4 Unit Residential,Middlesex
Jun 2015,53,Condominium,Middlesex
Jul 2015,193,1-4 Unit Residential,Middlesex
Jul 2015,47,Condominium,Middlesex
Aug 2015,206,1-4 Unit Residential,Middlesex
Aug 2015,35,Condominium,Middlesex
Sep 2015,40,Condominium,Middlesex
Sep 2015,185,1-4 Unit Residential,Middlesex
Oct 2015,187,1-4 Unit Residential,Middlesex
Oct 2015,34,Condominium,Middlesex
Nov 2015,136,1-4 Unit Residential,Middlesex
Nov 2015,39,Condominium,Middlesex
Dec 2015,160,1-4 Unit Residential,Middlesex
Dec 2015,20,Condominium,Middlesex
Jan 2016,104,1-4 Unit Residential,Middlesex
Jan 2016,22,Condominium,Middlesex
Feb 2016,128,1-4 Unit Residential,Middlesex
Feb 2016,26,Condominium,Middlesex
Mar 2016,31,Condominium,Middlesex
Mar 2016,145,1-4 Unit Residential,Middlesex
Apr 2016,137,1-4 Unit Residential,Middlesex
Apr 2016,41,Condominium,Middlesex
May 2016,183,1-4 Unit Residential,Middlesex
May 2016,40,Condominium,Middlesex
Jun 2016,208,1-4 Unit Residential,Middlesex
Jun 2016,37,Condominium,Middlesex
Jul 2016,189,1-4 Unit Residential,Middlesex
Jul 2016,35,Condominium,Middlesex
Aug 2016,209,1-4 Unit Residential,Middlesex
Aug 2016,39,Condominium,Middlesex
Sep 2016,178,1-4 Unit Residential,Middlesex
Sep 2016,37,Condominium,Middlesex
Oct 2016,200,1-4 Unit Residential,Middlesex
Oct 2016,33,Condominium,Middlesex
Nov 2016,183,1-4 Unit Residential,Middlesex
Nov 2016,40,Condominium,Middlesex
Dec 2016,169,1-4 Unit Residential,Middlesex
Dec 2016,46,Condominium,Middlesex
Jan 2017,42,Condominium,Middlesex
Jan 2017,141,1-4 Unit Residential,Middlesex
Feb 2017,110,1-4 Unit Residential,Middlesex
Feb 2017,21,Condominium,Middlesex
Mar 2017,156,1-4 Unit Residential,Middlesex
Mar 2017,26,Condominium,Middlesex
Apr 2017,155,1-4 Unit Residential,Middlesex
Apr 2017,33,Condominium,Middlesex
May 2017,195,1-4 Unit Residential,Middlesex
May 2017,46,Condominium,Middlesex
Jun 2017,263,1-4 Unit Residential,Middlesex
Jun 2017,54,Condominium,Middlesex
Jul 2017,216,1-4 Unit Residential,Middlesex
Jul 2017,42,Condominium,Middlesex
Aug 2017,248,1-4 Unit Residential,Middlesex
Aug 2017,37,Condominium,Middlesex
Sep 2017,186,1-4 Unit Residential,Middlesex
Sep 2017,37,Condominium,Middlesex
Oct 2017,176,1-4 Unit Residential,Middlesex
Oct 2017,48,Condominium,Middlesex
Nov 2017,163,1-4 Unit Residential,Middlesex
Nov 2017,35,Condominium,Middlesex
Dec 2017,161,1-4 Unit Residential,Middlesex
Dec 2017,36,Condominium,Middlesex
Jan 2018,149,1-4 Unit Residential,Middlesex
Jan 2018,34,Condominium,Middlesex
Feb 2018,120,1-4 Unit Residential,Middlesex
Feb 2018,31,Condominium,Middlesex
Mar 2018,164,1-4 Unit Residential,Middlesex
Mar 2018,25,Condominium,Middlesex
Apr 2018,150,1-4 Unit Residential,Middlesex
Apr 2018,39,Condominium,Middlesex
May 2018,44,Condominium,Middlesex
May 2018,211,1-4 Unit Residential,Middlesex
Jun 2018,226,1-4 Unit Residential,Middlesex
Jun 2018,40,Condominium,Middlesex
Jul 2018,241,1-4 Unit Residential,Middlesex
Jul 2018,40,Condominium,Middlesex
Aug 2018,229,1-4 Unit Residential,Middlesex
Aug 2018,53,Condominium,Middlesex
Sep 2018,185,1-4 Unit Residential,Middlesex
Sep 2018,31,Condominium,Middlesex
Oct 2018,195,1-4 Unit Residential,Middlesex
Oct 2018,46,Condominium,Middlesex
Nov 2018,162,1-4 Unit Residential,Middlesex
Nov 2018,38,Condominium,Middlesex
Dec 2018,146,1-4 Unit Residential,Middlesex
Dec 2018,32,Condominium,Middlesex
Jan 2019,93,1-4 Unit Residential,Middlesex
Jan 2019,29,Condominium,Middlesex
Feb 2019,96,1-4 Unit Residential,Middlesex
Feb 2019,21,Condominium,Middlesex
Mar 2019,109,1-4 Unit Residential,Middlesex
Mar 2019,31,Condominium,Middlesex
Apr 2019,175,1-4 Unit Residential,Middlesex
Apr 2019,38,Condominium,Middlesex
May 2019,211,1-4 Unit Residential,Middlesex
May 2019,42,Condominium,Middlesex
Jun 2019,213,1-4 Unit Residential,Middlesex
Jun 2019,49,Condominium,Middlesex
Jul 2019,45,Condominium,Middlesex
Jul 2019,207,1-4 Unit Residential,Middlesex
Aug 2019,243,1-4 Unit Residential,Middlesex
Aug 2019,41,Condominium,Middlesex
Sep 2019,169,1-4 Unit Residential,Middlesex
Sep 2019,38,Condominium,Middlesex
Oct 2019,203,1-4 Unit Residential,Middlesex
Oct 2019,43,Condominium,Middlesex
Nov 2019,168,1-4 Unit Residential,Middlesex
Nov 2019,34,Condominium,Middlesex
Dec 2019,184,1-4 Unit Residential,Middlesex
Dec 2019,44,Condominium,Middlesex
Jan 2020,134,1-4 Unit Residential,Middlesex
Jan 2020,33,Condominium,Middlesex
Feb 2020,106,1-4 Unit Residential,Middlesex
Feb 2020,19,Condominium,Middlesex
Mar 2020,129,1-4 Unit Residential,Middlesex
Mar 2020,26,Condominium,Middlesex
Apr 2020,17,Condominium,Middlesex
Apr 2020,120,1-4 Unit Residential,Middlesex
May 2020,133,1-4 Unit Residential,Middlesex
May 2020,28,Condominium,Middlesex
Jun 2020,176,1-4 Unit Residential,Middlesex
Jun 2020,33,Condominium,Middlesex
Jul 2020,251,1-4 Unit Residential,Middlesex
Jul 2020,48,Condominium,Middlesex
Aug 2020,279,1-4 Unit Residential,Middlesex
Aug 2020,59,Condominium,Middlesex
Sep 2020,199,1-4 Unit Residential,Middlesex
Sep 2020,48,Condominium,Middlesex
Oct 2020,287,1-4 Unit Residential,Middlesex
Oct 2020,65,Condominium,Middlesex
Nov 2020,269,1-4 Unit Residential,Middlesex
Nov 2020,48,Condominium,Middlesex
Dec 2020,187,1-4 Unit Residential,Middlesex
Dec 2020,34,Condominium,Middlesex
Jan 2021,144,1-4 Unit Residential,Middlesex
Jan 2021,22,Condominium,Middlesex
Feb 2021,160,1-4 Unit Residential,Middlesex
Feb 2021,31,Condominium,Middlesex
Mar 2021,205,1-4 Unit Residential,Middlesex
Mar 2021,51,Condominium,Middlesex
Apr 2021,198,1-4 Unit Residential,Middlesex
Apr 2021,53,Condominium,Middlesex
May 2021,232,1-4 Unit Residential,Middlesex
May 2021,40,Condominium,Middlesex
Jun 2021,297,1-4 Unit Residential,Middlesex
Jun 2021,52,Condominium,Middlesex
Jul 2021,225,1-4 Unit Residential,Middlesex
Jul 2021,75,Condominium,Middlesex
Aug 2021,252,1-4 Unit Residential,Middlesex
Aug 2021,60,Condominium,Middlesex
Sep 2021,247,1-4 Unit Residential,Middlesex
Sep 2021,56,Condominium,Middlesex
Oct 2021,192,1-4 Unit Residential,Middlesex
Oct 2021,48,Condominium,Middlesex
Nov 2021,246,1-4 Unit Residential,Middlesex
Nov 2021,56,Condominium,Middlesex
Dec 2021,204,1-4 Unit Residential,Middlesex
Dec 2021,58,Condominium,Middlesex
Jan 2022,145,1-4 Unit Residential,Middlesex
Jan 2022,36,Condominium,Middlesex
Feb 2022,105,1-4 Unit Residential,Middlesex
Feb 2022,32,Condominium,Middlesex
Mar 2022,142,1-4 Unit Residential,Middlesex
Mar 2022,41,Condominium,Middlesex
Apr 2022,160,1-4 Unit Residential,Middlesex
Apr 2022,56,Condominium,Middlesex
May 2022,169,1-4 Unit Residential,Middlesex
May 2022,67,Condominium,Middlesex
Jun 2022,207,1-4 Unit Residential,Middlesex
Jun 2022,54,Condominium,Middlesex
Jan 2001,642,1-4 Unit Residential,New Haven
Jan 2001,218,Condominium,New Haven
Jan 2001,9,New Construction,New Haven
Feb 2001,192,Condominium,New Haven
Feb 2001,494,1-4 Unit Residential,New Haven
Feb 2001,10,New Construction,New Haven
Mar 2001,673,1-4 Unit Residential,New Haven
Mar 2001,240,Condominium,New Haven
Mar 2001,4,New Construction,New Haven
Apr 2001,744,1-4 Unit Residential,New Haven
Apr 2001,232,Condominium,New Haven
Apr 2001,5,New Construction,New Haven
May 2001,304,Condominium,New Haven
May 2001,947,1-4 Unit Residential,New Haven
May 2001,6,New Construction,New Haven
Jun 2001,1095,1-4 Unit Residential,New Haven
Jun 2001,380,Condominium,New Haven
Jun 2001,12,New Construction,New Haven
Jul 2001,1090,1-4 Unit Residential,New Haven
Jul 2001,329,Condominium,New Haven
Jul 2001,8,New Construction,New Haven
Aug 2001,407,Condominium,New Haven
Aug 2001,1124,1-4 Unit Residential,New Haven
Aug 2001,16,New Construction,New Haven
Sep 2001,834,1-4 Unit Residential,New Haven
Sep 2001,281,Condominium,New Haven
Sep 2001,14,New Construction,New Haven
Oct 2001,938,1-4 Unit Residential,New Haven
Oct 2001,331,Condominium,New Haven
Oct 2001,16,New Construction,New Haven
Nov 2001,236,Condominium,New Haven
Nov 2001,776,1-4 Unit Residential,New Haven
Nov 2001,20,New Construction,New Haven
Dec 2001,282,Condominium,New Haven
Dec 2001,870,1-4 Unit Residential,New Haven
Dec 2001,20,New Construction,New Haven
Jan 2002,745,1-4 Unit Residential,New Haven
Jan 2002,242,Condominium,New Haven
Feb 2002,218,Condominium,New Haven
Feb 2002,613,1-4 Unit Residential,New Haven
Mar 2002,762,1-4 Unit Residential,New Haven
Mar 2002,306,Condominium,New Haven
Apr 2002,361,Condominium,New Haven
Apr 2002,913,1-4 Unit Residential,New Haven
May 2002,1039,1-4 Unit Residential,New Haven
May 2002,399,Condominium,New Haven
Jun 2002,1112,1-4 Unit Residential,New Haven
Jun 2002,383,Condominium,New Haven
Jul 2002,1146,1-4 Unit Residential,New Haven
Jul 2002,468,Condominium,New Haven
Aug 2002,1012,1-4 Unit Residential,New Haven
Aug 2002,440,Condominium,New Haven
Sep 2002,833,1-4 Unit Residential,New Haven
Sep 2002,324,Condominium,New Haven
Oct 2002,876,1-4 Unit Residential,New Haven
Oct 2002,387,Condominium,New Haven
Nov 2002,768,1-4 Unit Residential,New Haven
Nov 2002,305,Condominium,New Haven
Dec 2002,855,1-4 Unit Residential,New Haven
Dec 2002,271,Condominium,New Haven
Jan 2003,629,1-4 Unit Residential,New Haven
Jan 2003,228,Condominium,New Haven
Feb 2003,494,1-4 Unit Residential,New Haven
Feb 2003,206,Condominium,New Haven
Mar 2003,680,1-4 Unit Residential,New Haven
Mar 2003,241,Condominium,New Haven
Apr 2003,731,1-4 Unit Residential,New Haven
Apr 2003,252,Condominium,New Haven
May 2003,326,Condominium,New Haven
May 2003,832,1-4 Unit Residential,New Haven
Jun 2003,981,1-4 Unit Residential,New Haven
Jun 2003,364,Condominium,New Haven
Jul 2003,396,Condominium,New Haven
Jul 2003,1104,1-4 Unit Residential,New Haven
Aug 2003,1100,1-4 Unit Residential,New Haven
Aug 2003,354,Condominium,New Haven
Sep 2003,1005,1-4 Unit Residential,New Haven
Sep 2003,376,Condominium,New Haven
Oct 2003,1064,1-4 Unit Residential,New Haven
Oct 2003,411,Condominium,New Haven
Nov 2003,936,1-4 Unit Residential,New Haven
Nov 2003,306,Condominium,New Haven
Dec 2003,1018,1-4 Unit Residential,New Haven
Dec 2003,317,Condominium,New Haven
Jan 2004,221,Condominium,New Haven
Jan 2004,662,1-4 Unit Residential,New Haven
Feb 2004,233,Condominium,New Haven
Feb 2004,634,1-4 Unit Residential,New Haven
Mar 2004,304,Condominium,New Haven
Mar 2004,860,1-4 Unit Residential,New Haven
Apr 2004,945,1-4 Unit Residential,New Haven
Apr 2004,357,Condominium,New Haven
May 2004,1047,1-4 Unit Residential,New Haven
May 2004,344,Condominium,New Haven
Jun 2004,1327,1-4 Unit Residential,New Haven
Jun 2004,452,Condominium,New Haven
Jul 2004,438,Condominium,New Haven
Jul 2004,1251,1-4 Unit Residential,New Haven
Aug 2004,420,Condominium,New Haven
Aug 2004,1199,1-4 Unit Residential,New Haven
Sep 2004,1033,1-4 Unit Residential,New Haven
Sep 2004,397,Condominium,New Haven
Oct 2004,991,1-4 Unit Residential,New Haven
Oct 2004,360,Condominium,New Haven
Nov 2004,1065,1-4 Unit Residential,New Haven
Nov 2004,330,Condominium,New Haven
Dec 2004,1076,1-4 Unit Residential,New Haven
Dec 2004,369,Condominium,New Haven
Jan 2005,769,1-4 Unit Residential,New Haven
Jan 2005,262,Condominium,New Haven
Feb 2005,661,1-4 Unit Residential,New Haven
Feb 2005,234,Condominium,New Haven
Mar 2005,867,1-4 Unit Residential,New Haven
Mar 2005,348,Condominium,New Haven
Apr 2005,925,1-4 Unit Residential,New Haven
Apr 2005,294,Condominium,New Haven
May 2005,994,1-4 Unit Residential,New Haven
May 2005,352,Condominium,New Haven
Jun 2005,1259,1-4 Unit Residential,New Haven
Jun 2005,447,Condominium,New Haven
Jul 2005,1132,1-4 Unit Residential,New Haven
Jul 2005,316,Condominium,New Haven
Aug 2005,355,Condominium,New Haven
Aug 2005,1223,1-4 Unit Residential,New Haven
Sep 2005,1035,1-4 Unit Residential,New Haven
Sep 2005,360,Condominium,New Haven
Oct 2005,892,1-4 Unit Residential,New Haven
Oct 2005,342,Condominium,New Haven
Nov 2005,300,Condominium,New Haven
Nov 2005,899,1-4 Unit Residential,New Haven
Dec 2005,831,1-4 Unit Residential,New Haven
Dec 2005,226,Condominium,New Haven
Jan 2006,247,Condominium,New Haven
Jan 2006,628,1-4 Unit Residential,New Haven
Feb 2006,255,Condominium,New Haven
Feb 2006,592,1-4 Unit Residential,New Haven
Mar 2006,809,1-4 Unit Residential,New Haven
Mar 2006,285,Condominium,New Haven
Apr 2006,742,1-4 Unit Residential,New Haven
Apr 2006,287,Condominium,New Haven
May 2006,979,1-4 Unit Residential,New Haven
May 2006,364,Condominium,New Haven
Jun 2006,406,Condominium,New Haven
Jun 2006,1086,1-4 Unit Residential,New Haven
Jul 2006,1018,1-4 Unit Residential,New Haven
Jul 2006,383,Condominium,New Haven
Aug 2006,450,Condominium,New Haven
Aug 2006,1091,1-4 Unit Residential,New Haven
Sep 2006,804,1-4 Unit Residential,New Haven
Sep 2006,338,Condominium,New Haven
Oct 2006,922,1-4 Unit Residential,New Haven
Oct 2006,340,Condominium,New Haven
Nov 2006,802,1-4 Unit Residential,New Haven
Nov 2006,274,Condominium,New Haven
Dec 2006,773,1-4 Unit Residential,New Haven
Dec 2006,265,Condominium,New Haven
Jan 2007,733,1-4 Unit Residential,New Haven
Jan 2007,252,Condominium,New Haven
Feb 2007,551,1-4 Unit Residential,New Haven
Feb 2007,245,Condominium,New Haven
Mar 2007,733,1-4 Unit Residential,New Haven
Mar 2007,273,Condominium,New Haven
Apr 2007,750,1-4 Unit Residential,New Haven
Apr 2007,290,Condominium,New Haven
May 2007,848,1-4 Unit Residential,New Haven
May 2007,331,Condominium,New Haven
Jun 2007,964,1-4 Unit Residential,New Haven
Jun 2007,370,Condominium,New Haven
Jul 2007,327,Condominium,New Haven
Jul 2007,970,1-4 Unit Residential,New Haven
Aug 2007,328,Condominium,New Haven
Aug 2007,978,1-4 Unit Residential,New Haven
Sep 2007,641,1-4 Unit Residential,New Haven
Sep 2007,249,Condominium,New Haven
Oct 2007,707,1-4 Unit Residential,New Haven
Oct 2007,246,Condominium,New Haven
Nov 2007,227,Condominium,New Haven
Nov 2007,586,1-4 Unit Residential,New Haven
Dec 2007,204,Condominium,New Haven
Dec 2007,631,1-4 Unit Residential,New Haven
Jan 2008,387,1-4 Unit Residential,New Haven
Jan 2008,124,Condominium,New Haven
Feb 2008,426,1-4 Unit Residential,New Haven
Feb 2008,126,Condominium,New Haven
Mar 2008,539,1-4 Unit Residential,New Haven
Mar 2008,175,Condominium,New Haven
Apr 2008,218,Condominium,New Haven
Apr 2008,583,1-4 Unit Residential,New Haven
May 2008,702,1-4 Unit Residential,New Haven
May 2008,224,Condominium,New Haven
Jun 2008,756,1-4 Unit Residential,New Haven
Jun 2008,297,Condominium,New Haven
Jul 2008,750,1-4 Unit Residential,New Haven
Jul 2008,216,Condominium,New Haven
Aug 2008,712,1-4 Unit Residential,New Haven
Aug 2008,235,Condominium,New Haven
Sep 2008,614,1-4 Unit Residential,New Haven
